problem_id,source,target,prev_source,prev_target
svamp-68,how many more pages of math homework than reading homework did she have?,"difference ( rachel , rachel , None , homework , math , page , homework , reading , page )",Rachel had to complete 2 pages of reading homework and 4 pages of math homework.,"container ( rachel , 2 , homework , reading , page ) container ( rachel , 4 , homework , math , page )"
svamp-162,Bryan took a look at his books and magazines.,,,
svamp-162,If he has 23 books and 61 magazines in each of his 29 bookshelves.,"container ( bryan , 29 , bookshelf , None , None ) rate ( bryan , 23 , book , None , None , boookshelves , None , None ) rate ( bryan , 61 , magazine , None , None , boookshelves , None , None )",Bryan took a look at his books and magazines.,
svamp-162,how many books and magazines does he have in total?,"container ( bryan , None , book, magazine , None , None ) part ( bryan , book, magazine , None , None , bryan , book , None , None , bryan , magazine , None , None )",If he has 23 books and 61 magazines in each of his 29 bookshelves.,"container ( bryan , 29 , bookshelf , None , None ) rate ( bryan , 23 , book , None , None , boookshelves , None , None ) rate ( bryan , 61 , magazine , None , None , boookshelves , None , None )"
svamp-174,Jesse has 18 square feet of carpet.,"container ( jesse , 18 , carpet , None , square feet )",,
svamp-174,If her room is 4 feet long and 20 feet wide.,"container ( jesse , 4 , length , room , feet )",Jesse has 18 square feet of carpet.,"container ( jesse , 18 , carpet , None , square feet )"
svamp-174,how much more carpet does she need to cover the whole floor?,"container ( jesse , None , carpet , None , square feet ) explicit ( jesse , jesse , 20 , carpet , None , square feet , length , room , feet ) container ( jesse , None , carpet , None , square feet ) part ( jesse , carpet , None , square feet , jesse , carpet , None , square feet , jesse , carpet , None , square feet )",If her room is 4 feet long and 20 feet wide.,"container ( jesse , 4 , length , room , feet )"
svamp-29,In a school there are 632 girls and 410 boys.,"container ( school , 632 , girl , None , None ) container ( school , 410 , boy , None , None )",,
svamp-29,465 more girls joined the school.,"transfer ( school , None , 465 , girl , None , None )",In a school there are 632 girls and 410 boys.,"container ( school , 632 , girl , None , None ) container ( school , 410 , boy , None , None )"
svamp-29,how many more girls than boys does the school have?,"difference ( school , school , None , girl , None , None , boy , None , None )",465 more girls joined the school.,"transfer ( school , None , 465 , girl , None , None )"
svamp-318,Baker made 62 cakes.,"container ( baker , 62 , cake , None , None )",,
svamp-318,Then he made 149 more cakes.,"transfer ( baker , None , 149 , cake , None , None )",Baker made 62 cakes.,"container ( baker , 62 , cake , None , None )"
svamp-318,He sold 144 of them.,"transfer ( None , baker , 144 , cake , None , None )",Then he made 149 more cakes.,"transfer ( baker , None , 149 , cake , None , None )"
svamp-318,How many cakes would baker still have?,"container ( baker , None , cake , None , None )",He sold 144 of them.,"transfer ( None , baker , 144 , cake , None , None )"
svamp-91,Baker made 133 cakes.,"container ( baker , 133 , cake , None , None )",,
svamp-91,If he sold 51 of them.,"transfer ( None , baker , 51 , cake , None , None )",Baker made 133 cakes.,"container ( baker , 133 , cake , None , None )"
svamp-91,how many more cakes did baker make than those he sold?,"container ( baker , None , cake , None , None )",If he sold 51 of them.,"transfer ( None , baker , 51 , cake , None , None )"
svamp-123,At the zoo a cage had snakes and alligators.,,,
svamp-123,The total number of animals in the cage was 79.,"container ( zoo , 79 , animal , None , None )",At the zoo a cage had snakes and alligators.,
svamp-123,If 24 snakes and 51 alligators were hiding.,"container ( zoo , 24 , animal , snake , None ) container ( zoo , 51 , animal , alligator , None )",The total number of animals in the cage was 79.,"container ( zoo , 79 , animal , None , None )"
svamp-123,how many animals were not hiding in all?,"container ( zoo , None , animal , not hiding , None ) part ( zoo , animal , None , None , zoo , animal , snake , None , zoo , animal , alligator , None , zoo , animal , not hiding , None )",If 24 snakes and 51 alligators were hiding.,"container ( zoo , 24 , animal , snake , None ) container ( zoo , 51 , animal , alligator , None )"
svamp-158,He then went to see the oranges being harvested.,,,
svamp-158,He found out that they harvest 5 sacks of ripe oranges and 74 sacks of unripe oranges per day.,"container ( he , 5 , orange , ripe , sack ) container ( he , 74 , orange , unripe , sack )",He then went to see the oranges being harvested.,
svamp-158,how many more sacks of unripe oranges than ripe oranges are harvested per day?,"difference ( he , he , None , orange , unripe , sack , orange , ripe , sack )",He found out that they harvest 5 sacks of ripe oranges and 74 sacks of unripe oranges per day.,"container ( he , 5 , orange , ripe , sack ) container ( he , 74 , orange , unripe , sack )"
svamp-52,At the stop 13 more people got on the bus.,"transfer ( bus , None , 13 , people , None , None )",,
svamp-52,Initially there were 4 people on the bus.,"container ( bus , 4 , people , None , None )",At the stop 13 more people got on the bus.,"transfer ( bus , None , 13 , people , None , None )"
svamp-52,how many people are there on the bus now?,"container ( bus , None , people , None , None )",Initially there were 4 people on the bus.,"container ( bus , 4 , people , None , None )"
svamp-0,A grocery store had 67 bottles of regular soda and 9 bottles of diet soda.,"container ( grocery store , 67 , soda , regular , bottle ) container ( grocery store , 9 , soda , diet , bottle )",,
svamp-0,how many more bottles of regular soda than diet soda did they have?,"difference ( grocery store , grocery store , None , soda , regular , bottle , soda , diet , bottle )",A grocery store had 67 bottles of regular soda and 9 bottles of diet soda.,"container ( grocery store , 67 , soda , regular , bottle ) container ( grocery store , 9 , soda , diet , bottle )"
svamp-44,The grasshopper the frog and the mouse had a jumping contest.,,,
svamp-44,The grasshopper jumped 14 inches.,"container ( grasshopper , 14 , jump , None , inch )",The grasshopper the frog and the mouse had a jumping contest.,
svamp-44,The mouse jumped 16 inches lesser than the frog who jumped 37 inches farther than the grasshopper.,"difference ( frog , mouse , 16 , jump , None , inch , jump , None , inch ) difference ( frog , grasshopper , 37 , jump , None , inch , jump , None , inch )",The grasshopper jumped 14 inches.,"container ( grasshopper , 14 , jump , None , inch )"
svamp-44,how much farther did the mouse jump than the grasshopper?,"difference ( mouse , grasshopper , None , jump , None , inch , jump , None , inch )",The mouse jumped 16 inches lesser than the frog who jumped 37 inches farther than the grasshopper.,"difference ( frog , mouse , 16 , jump , None , inch , jump , None , inch ) difference ( frog , grasshopper , 37 , jump , None , inch , jump , None , inch )"
svamp-119,There were 5 roses and 3 orchids in the vase.,"container ( vase , 5 , flower , rose , None ) container ( vase , 3 , flower , orchid , None )",,
svamp-119,Jessica cut some more roses and orchids from her flower garden.,,There were 5 roses and 3 orchids in the vase.,"container ( vase , 5 , flower , rose , None ) container ( vase , 3 , flower , orchid , None )"
svamp-119,There are now 12 roses and 2 orchids in the vase.,"container ( vase , 12 , flower , rose , None ) container ( vase , 2 , flower , orchid , None ) transfer ( vase , None , None , flower , rose , None ) transfer ( vase , None , None , flower , orchid , None )",Jessica cut some more roses and orchids from her flower garden.,
svamp-119,How many more roses than orchids are there in the vase now?,"difference ( vase , vase , None , flower , rose , None , flower , orchid , None )",There are now 12 roses and 2 orchids in the vase.,"container ( vase , 12 , flower , rose , None ) container ( vase , 2 , flower , orchid , None ) transfer ( vase , None , None , flower , rose , None ) transfer ( vase , None , None , flower , orchid , None )"
svamp-13,A grocery store had 49 bottles of regular soda 40 bottles of diet soda and 6 bottles of lite soda.,"container ( grocery store , 49 , soda , regular , bottle ) container ( grocery store , 40 , soda , diet , bottle ) container ( grocery store , 6 , soda , lite , bottle )",,
svamp-13,how many bottles of regular soda and diet soda did they have altogether?,"container ( grocery store , None , soda , None , bottle ) part ( grocery store , soda , None , bottle , grocery store , soda , regular , bottle , grocery store , soda , diet , bottle )",A grocery store had 49 bottles of regular soda 40 bottles of diet soda and 6 bottles of lite soda.,"container ( grocery store , 49 , soda , regular , bottle ) container ( grocery store , 40 , soda , diet , bottle ) container ( grocery store , 6 , soda , lite , bottle )"
svamp-139,Winter is almost here.,,,
svamp-139,Most animals are migrating to warmer countries.,,Winter is almost here.,
svamp-139,There are 19 bird families living near the mountain.,"container ( mountain , 19 , bird , None , None )",Most animals are migrating to warmer countries.,
svamp-139,If 60 bird families flew away for winter.,"container ( mountain , 60 , bird , flew way , None )",There are 19 bird families living near the mountain.,"container ( mountain , 19 , bird , None , None )"
svamp-139,how many more bird families flew away for the winter than those that stayed behind?,"difference ( mountain , mountain , None , bird , flew way , None , bird , None , None )",If 60 bird families flew away for winter.,"container ( mountain , 60 , bird , flew way , None )"
svamp-302,Baker made 13 cakes.,"container ( baker , 13 , cake , None , None )",,
svamp-302,He sold 91 of them and bought 154 new cakes.,"transfer ( None , baker , 91 , cake , None , None ) transfer ( baker , None , 154 , cake , None , None )",Baker made 13 cakes.,"container ( baker , 13 , cake , None , None )"
svamp-302,How many more cakes did baker buy than those he sold?,"container ( baker , 91 , cake , sold , None ) container ( baker , 154 , cake , buy , None ) difference ( baker , baker , None , cake , buy , None , cake , sold , None )",He sold 91 of them and bought 154 new cakes.,"transfer ( None , baker , 91 , cake , None , None ) transfer ( baker , None , 154 , cake , None , None )"
svamp-33,The grasshopper the frog and the mouse had a jumping contest.,,,
svamp-33,The grasshopper jumped 19 inches.,"container ( grasshopper , 19 , jump , None , inch )",The grasshopper the frog and the mouse had a jumping contest.,
svamp-33,The frog jumped 10 inches farther than the grasshopper.,"difference ( frog , grasshopper , 10 , jump , None , inch , jump , None , inch )",The grasshopper jumped 19 inches.,"container ( grasshopper , 19 , jump , None , inch )"
svamp-33,The mouse jumped 20 inches farther than the frog.,"difference ( mouse , frog , 20 , jump , None , inch , jump , None , inch )",The frog jumped 10 inches farther than the grasshopper.,"difference ( frog , grasshopper , 10 , jump , None , inch , jump , None , inch )"
svamp-33,how much farther did the mouse jump than the grasshopper?,"difference ( mouse , grasshopper , None , jump , None , inch , jump , None , inch )",The mouse jumped 20 inches farther than the frog.,"difference ( mouse , frog , 20 , jump , None , inch , jump , None , inch )"
svamp-181,Faye was placing her pencils into rows with 22 pencils in each row.,"rate ( faye , 22 , pencil , None , None , row , None , None )",,
svamp-181,She had 6 packs of pencils each one having 14 pencils.,"container ( faye , 6 , pack , None , None ) rate ( faye , 14 , pencil , None , None , pack , None , None )",Faye was placing her pencils into rows with 22 pencils in each row.,"rate ( faye , 22 , pencil , None , None , row , None , None )"
svamp-181,how many pencils does she have?,"container ( faye , None , pencil , None , None )",She had 6 packs of pencils each one having 14 pencils.,"container ( faye , 6 , pack , None , None ) rate ( faye , 14 , pencil , None , None , pack , None , None )"
svamp-178,Faye was placing her pencils into 14 rows with 11 pencils in each row.,"container ( faye , 14 , row , None , None ) rate ( faye , 11 , pencil , None , None , row , None , None )",,
svamp-178,how many pencils does she have?,"container ( faye , None , pencil , None , None )",Faye was placing her pencils into 14 rows with 11 pencils in each row.,"container ( faye , 14 , row , None , None ) rate ( faye , 11 , pencil , None , None , row , None , None )"
svamp-197,Brenda's mother made cookies for guests.,,,
svamp-197,Each guest had 2 cookies.,"rate ( brenda's mother , 2 , cookie , None , None , guest , None , None )",Brenda's mother made cookies for guests.,
svamp-197,If she prepared a total of 10 cookies.,"container ( brenda's mother , 10 , cookie , None , None )",Each guest had 2 cookies.,"rate ( brenda's mother , 2 , cookie , None , None , guest , None , None )"
svamp-197,how many guests did she prepare cookies for?,"container ( brenda's mother , None , guest , None , None )",If she prepared a total of 10 cookies.,"container ( brenda's mother , 10 , cookie , None , None )"
svamp-25,In a school there are 868 girls and the rest are boys.,"container ( school , 868 , girl , None , None ) container ( school , None , boy , None , None )",,
svamp-25,If there are 281 more girls than boys.,"difference ( school , school , 281 , girl , None , None , boy , None , None )",In a school there are 868 girls and the rest are boys.,"container ( school , 868 , girl , None , None ) container ( school , None , boy , None , None )"
svamp-25,how many pupils are there in that school?,"container ( school , None , pupil , None , None ) part ( school , pupil , None , None , school , girl , None , None , school , boy , None , None )",If there are 281 more girls than boys.,"difference ( school , school , 281 , girl , None , None , boy , None , None )"
svamp-206,Frank was reading through his favorite book.,,,
svamp-206,The book had 392 pages.,"container ( frank , 392 , page , None , None )",Frank was reading through his favorite book.,
svamp-206,He read 14 pages per day.,"rate ( frank , 14 , page , None , None , time , None , day )",The book had 392 pages.,"container ( frank , 392 , page , None , None )"
svamp-206,how many days did he take to finish the book?,"container ( frank , None , time , None , day )",He read 14 pages per day.,"rate ( frank , 14 , page , None , None , time , None , day )"
svamp-72,Mary is baking a cake.,,,
svamp-72,The recipe calls for 12 cups of flour and 13 cups of sugar.,"container ( mary , 12 , flour , None , cup ) container ( mary , 13 , sugar , None , cup )",Mary is baking a cake.,
svamp-72,She already put in 2 cups of sugar.,"transfer ( None , mary , 2 , sugar , None ,  cup )",The recipe calls for 12 cups of flour and 13 cups of sugar.,"container ( mary , 12 , flour , None , cup ) container ( mary , 13 , sugar , None , cup )"
svamp-72,how many more cups of sugar does she need to add?,"container ( mary , None , sugar , None , cup )",She already put in 2 cups of sugar.,"transfer ( None , mary , 2 , sugar , None ,  cup )"
svamp-154,Being his favorite he saved checking on the grapevines for his last stop.,,,
svamp-154,He was told by 294 of the pickers that they fill 244 drums of grapes per day and 47 drums of raspberries per day.,"container ( he , 294 , picker , None , None ) container ( he , 244 , grape , None , drum ) container ( he , 27 , raspberries , None , drum )",Being his favorite he saved checking on the grapevines for his last stop.,
svamp-154,how many drums of grapes would be filled in 146 days?,"container ( he , 146 , time , None , day ) rate ( he , 244 , grape , None , drum , time , None , day ) container ( he , None , grape , None , drum )",He was told by 294 of the pickers that they fill 244 drums of grapes per day and 47 drums of raspberries per day.,"container ( he , 294 , picker , None , None ) container ( he , 244 , grape , None , drum ) container ( he , 27 , raspberries , None , drum )"
svamp-103,Dan has $5.,"container ( dan , 5 , money , None , $ )",,
svamp-103,He bought a candy bar for $2 and a chocolate for $3.,"container ( dan , 3 , money , chocolate , $ ) container ( dan , 2 , money , candy bar , $ )",Dan has $5.,"container ( dan , 5 , money , None , $ )"
svamp-103,how much money did he spend to buy chocolate than he did to buy candy bar?,"difference ( dan , dan , None , money , chocolate , $ , money , candy bar , $ )",He bought a candy bar for $2 and a chocolate for $3.,"container ( dan , 3 , money , chocolate , $ ) container ( dan , 2 , money , candy bar , $ )"
svamp-396,Frank put 11 pieces of candy in each bag.,"rate ( frank , 11 , candy , None , piece , bag , None , None )",,
svamp-396,If he had 22 pieces of candy.,"container ( frank , 22 , candy , None , piece )",Frank put 11 pieces of candy in each bag.,"rate ( frank , 11 , candy , None , piece , bag , None , None )"
svamp-396,How many bags would he have?,"container ( frank , None , bag , None , None )",If he had 22 pieces of candy.,"container ( frank , 22 , candy , None , piece )"
svamp-48,Because of the decision sofia asked the students to suggest specific types of food.,,,
svamp-48,If 218 students suggested adding mashed potatoes as well as bacon while 351 suggested adding only bacon to the menu.,"container ( sofia , 218 , student , mashed potatoes and bacon , None ) container ( sofia , 351 , student , only bacon , None )",Because of the decision sofia asked the students to suggest specific types of food.,
svamp-48,how many students suggested adding bacon?,"container ( sofia , None , student , bacon , None ) part ( sofia , student , bacon , None , sofia , student , mashed potatoes and bacon , None , sofia , student , only bacon , None )",If 218 students suggested adding mashed potatoes as well as bacon while 351 suggested adding only bacon to the menu.,"container ( sofia , 218 , student , mashed potatoes and bacon , None ) container ( sofia , 351 , student , only bacon , None )"
svamp-115,There were 7 roses in the vase.,"container ( vase , 7 , rose , None , None )",,
svamp-115,Jessica cut some more roses from her flower garden which had a total of 59 roses.,"container ( garden , 59 , rose , None , None )",There were 7 roses in the vase.,"container ( vase , 7 , rose , None , None )"
svamp-115,There are now 20 roses in the vase.,"container ( vase , 20 , rose , None , None ) transfer ( vase , garden , None , rose , None , None )",Jessica cut some more roses from her flower garden which had a total of 59 roses.,"container ( garden , 59 , rose , None , None )"
